date,O/N,1M,3M,6M
2025-05-06,5.577,5.62356,5.52944,5.56876
2025-05-07,5.585,5.6248,5.52927,5.56855
2025-05-08,5.482,5.62728,5.53072,5.56846
2025-05-09,5.688,5.62433,5.53101,5.56881
2025-05-12,5.104,5.63282,5.53772,5.56694
2025-05-13,5.078,5.61706,5.53324,5.56349
2025-05-14,5.065,5.58369,5.52833,5.55977
2025-05-15,5.112,5.56855,5.52394,5.55633
2025-05-16,5.094,5.55329,5.52018,5.55467
2025-05-19,5.095,5.50182,5.50596,5.54471
2025-05-20,5.125,5.48985,5.50218,5.54185
2025-05-21,5.091,5.47954,5.49662,5.53905
2025-05-22,5.054,5.44227,5.49288,5.5363
2025-05-23,5.077,5.42339,5.48881,5.53441
2025-05-26,4.987,5.38262,5.47247,5.5266
2025-05-27,5.004,5.37097,5.46783,5.52322
2025-05-28,5.047,5.33557,5.46277,5.5194
2025-05-29,5.084,5.31675,5.4589,5.51578
2025-05-30,4.437,5.30149,5.45553,5.51417
2025-06-02,5.125,5.19036,5.45837,5.49586
2025-06-03,5.145,5.18902,5.4555,5.49385
2025-06-04,5.022,5.1884,5.45234,5.4915
2025-06-05,5.021,5.14829,5.44768,5.48811
2025-06-06,4.987,5.12957,5.44289,5.48484
2025-06-09,5.078,5.07499,5.42883,5.47583
2025-06-10,5.168,5.07576,5.42303,5.47306
2025-06-11,5.161,5.07926,5.41864,5.47037
2025-06-12,5.18,5.0214,5.41483,5.4678
2025-06-13,5.1,5.02386,5.4109,5.46561
2025-06-16,5.067,5.02525,5.4016,5.46044
2025-06-17,5.057,5.02723,5.3943,5.45836
2025-06-18,5.009,5.02881,5.38874,5.45575
2025-06-20,5.1,5.01769,5.37745,5.45181
2025-06-23,5.067,5.01859,5.36835,5.44824
2025-06-24,5.029,5.02078,5.35723,5.44619
2025-06-25,5.055,5.0217,5.35174,5.44465
2025-06-26,5.031,5.01606,5.34659,5.44329
2025-06-27,5.059,5.01749,5.34146,5.43942
2025-06-30,5.044,5.01878,5.33134,5.43664
2025-07-01,4.983,5.07873,5.32663,5.43936
2025-07-02,5.03,5.0762,5.3202,5.43758
2025-07-03,4.969,5.07303,5.31424,5.43549
2025-07-04,4.905,5.06714,5.30777,5.43367
2025-07-07,5.008,5.05495,5.28527,5.42217
2025-07-08,4.999,5.05416,5.27967,5.41968
2025-07-09,5.049,5.0577,5.27331,5.41659
2025-07-10,4.982,5.05673,5.26755,5.41364
2025-07-11,5.067,5.0505,5.26029,5.41201
2025-07-14,4.915,5.04494,5.23738,5.4032
2025-07-15,4.957,5.04154,5.23068,5.39944
2025-07-16,4.923,5.0315,5.22388,5.39497
2025-07-17,4.915,5.02668,5.21605,5.3907
2025-07-18,4.849,5.02192,5.20717,5.38881
2025-07-21,4.893,5.00659,5.19774,5.37582
2025-07-22,4.89,5.00369,5.17234,5.37209
2025-07-23,4.876,4.98889,5.16424,5.36801
2025-07-24,4.841,4.9825,5.15649,5.36411
2025-07-25,4.931,4.97621,5.14899,5.36194
2025-07-28,4.796,4.96808,5.12712,5.35073
2025-07-29,4.611,4.96333,5.11808,5.34618
2025-07-30,4.59,4.94064,5.10774,5.34009
2025-07-31,4.268,4.92993,5.10275,5.33401
2025-08-01,4.899,4.90479,5.07878,5.3329
2025-08-04,4.859,4.8955,5.07502,5.32687
2025-08-05,4.733,4.89499,5.05619,5.32308
2025-08-06,4.657,4.8907,5.04666,5.31863
2025-08-07,4.648,4.88047,5.03654,5.31333
2025-08-08,4.983,4.86881,5.02622,5.31035
2025-08-11,4.918,4.86612,5.02126,5.30056
2025-08-12,4.894,4.86838,4.99675,5.29705
2025-08-13,4.873,4.86979,4.99444,5.29362
2025-08-14,4.961,4.84948,4.99218,5.29002
2025-08-18,5.024,4.85369,4.99006,5.27812
2025-08-19,4.925,4.85966,4.98565,5.27552
2025-08-20,4.964,4.86227,4.98378,5.27267
2025-08-21,5.001,4.8656,4.98201,5.26899
2025-08-22,4.968,4.8691,4.98102,5.26824
2025-08-25,4.928,4.87866,4.98113,5.25714
2025-08-26,4.896,4.88084,4.97604,5.25389
2025-08-27,4.892,4.88193,4.97504,5.25106
2025-08-28,4.788,4.87623,4.9738,5.24791
2025-08-29,3.775,4.87597,4.97095,5.24607
2025-09-01,4.762,4.80649,4.94693,5.23631
2025-09-02,4.637,4.80571,4.94556,5.2344
2025-09-03,4.55,4.80119,4.94019,5.23181
2025-09-04,4.375,4.78233,4.93364,5.22689
2025-09-05,4.485,4.76666,4.92653,5.22093
2025-09-08,4.609,4.74772,4.91253,5.20642
2025-09-09,4.719,4.74397,4.90543,5.20386
2025-09-10,4.687,4.74381,4.90148,5.19575
2025-09-11,4.612,4.71754,4.89618,5.19085
2025-09-12,4.628,4.70763,4.89014,5.18586
2025-09-15,4.72,4.68964,4.87982,5.17369
2025-09-16,4.618,4.69114,4.86951,5.17192
2025-09-17,4.6,4.68957,4.86457,5.16251
2025-09-18,4.601,4.64978,4.85954,5.15714
2025-09-19,4.553,4.63608,4.85737,5.15201
2025-09-22,4.611,4.59616,4.8449,5.13861
2025-09-23,4.556,4.59719,4.83263,5.13642
2025-09-24,4.605,4.5965,4.82701,5.12471
2025-09-25,4.566,4.55958,4.82235,5.11957
2025-09-26,4.555,4.54786,4.81697,5.11424
2025-09-29,4.544,4.5183,4.80743,5.10098
2025-09-30,4.107,4.51965,4.79499,5.09861
2025-10-01,4.556,4.57948,4.78468,5.08612
2025-10-02,4.515,4.57259,4.77998,5.08049
2025-10-03,4.612,4.56851,4.77432,5.0746
2025-10-06,4.52,4.5801,4.76819,5.06566
2025-10-07,4.557,4.57877,4.75971,5.05258
2025-10-08,4.419,4.58634,4.75475,5.04724
2025-10-09,4.295,4.57998,4.74838,5.04079
2025-10-10,4.405,4.5658,4.74008,5.03367
2025-10-13,4.416,4.54526,4.72785,5.02126
2025-10-14,4.436,4.54175,4.71202,5.0042
2025-10-15,4.407,4.52847,4.70675,4.99815
2025-10-16,4.439,4.518,4.70071,4.99164
2025-10-17,4.378,4.51201,4.69538,4.98499
2025-10-20,4.394,4.49375,4.68394,4.97221
2025-10-21,4.389,4.49116,4.67412,4.96969
2025-10-22,4.341,4.48047,4.66858,4.94935
2025-10-23,4.218,4.47144,4.66254,4.9422
2025-10-24,4.237,4.46013,4.65531,4.93461
2025-10-27,4.368,4.43082,4.64095,4.92112
2025-10-28,4.375,4.42937,4.62722,4.90554
2025-10-29,4.26,4.41391,4.62259,4.89863
2025-10-30,4.23,4.40441,4.61873,4.89147
2025-10-31,3.228,4.39928,4.61477,4.88844
2025-11-03,4.338,4.28613,4.57487,4.85217
2025-11-04,4.29,4.28825,4.56044,4.84998
2025-11-05,4.298,4.28879,4.55419,4.83421
2025-11-06,4.276,4.25673,4.5494,4.82697
2025-11-07,4.323,4.24884,4.54522,4.81973
2025-11-10,4.195,4.23901,4.53803,4.8042
2025-11-12,4.201,4.23726,4.51053,4.78204
2025-11-13,4.206,4.21885,4.50291,4.77701
2025-11-14,4.233,4.21205,4.49558,4.77216
2025-11-17,4.163,4.19313,4.4888,4.76032
2025-11-18,4.159,4.19265,4.46283,4.75765
2025-11-19,4.128,4.1921,4.45332,4.74747
2025-11-20,4.135,4.17104,4.44456,4.74209
2025-11-21,3.943,4.16266,4.43545,4.73658
2025-11-24,4.103,4.1264,4.41452,4.72029
2025-11-25,4.109,4.12611,4.3918,4.7175
2025-11-26,4.115,4.12605,4.3828,4.70691
2025-11-27,4.071,4.11401,4.37422,4.70205
2025-11-28,3.289,4.1044,4.3652,4.69686
2025-12-01,4.137,4.08976,4.34379,4.67215
2025-12-02,4.022,4.09183,4.33685,4.66975
2025-12-03,3.931,4.08994,4.33002,4.66358
2025-12-04,3.717,4.07633,4.32314,4.6568
2025-12-05,3.956,4.05717,4.31584,4.6495
2025-12-08,3.857,4.03286,4.29822,4.6371
2025-12-09,3.874,4.02778,4.28986,4.6257
2025-12-10,3.839,3.99217,4.28048,4.61897
2025-12-11,3.825,3.98764,4.27106,4.61154
2025-12-12,3.858,3.96791,4.26232,4.60407
2025-12-15,3.827,3.94237,4.23668,4.58966
2025-12-16,3.778,3.93916,4.22676,4.57569
2025-12-17,3.718,3.90348,4.21744,4.56849
2025-12-18,3.675,3.8886,4.20764,4.561
2025-12-19,3.572,3.87242,4.19736,4.55664
2025-12-22,3.607,3.82685,4.1647,4.53587
2025-12-23,3.563,3.82035,4.15355,4.52011
2025-12-29,3.534,3.72182,4.08675,4.47782
2025-12-30,3.528,3.7163,4.07554,4.46172
2025-12-31,2.619,3.71094,4.06998,4.45708
2026-01-02,3.634,3.66671,4.03237,4.43047
2026-01-05,3.597,3.64182,4.01521,4.41151
2026-01-07,3.618,3.63978,3.97995,4.39371
2026-01-08,3.596,3.60769,3.96965,4.38599
2026-01-09,3.948,3.59924,3.96061,4.3782
2026-01-12,3.847,3.6091,3.95745,4.36454
2026-01-13,3.85,3.61691,3.94065,4.36221
2026-01-14,3.875,3.62434,3.93444,4.34659
2026-01-15,3.881,3.60908,3.92828,4.34082
2026-01-16,3.869,3.61082,3.92251,4.33484
2026-01-19,3.764,3.62489,3.91605,4.32118
2026-01-20,3.794,3.6296,3.89834,4.31863
2026-01-21,3.84,3.63495,3.89176,4.30586
2026-01-22,3.868,3.64699,3.88573,4.30002
2026-01-23,3.862,3.65544,3.88054,4.29434
2026-01-26,3.8,3.67472,3.87712,4.28145
2026-01-27,3.749,3.67867,3.86361,4.2793
2026-01-28,3.784,3.68099,3.85682,4.26451
2026-01-29,3.766,3.70542,3.85033,4.25889
2026-01-30,3.149,3.71293,3.84491,4.2542
2026-02-02,3.617,3.73495,3.83761,4.23445
2026-02-03,3.809,3.73162,3.83558,4.23155
2026-02-04,3.778,3.73434,3.82978,4.21712
2026-02-05,3.757,3.74475,3.82416,4.21112
2026-02-06,3.707,3.74551,3.81822,4.20571
2026-02-09,3.835,3.75994,3.8105,4.19299
2026-02-10,3.822,3.76266,3.79311,4.1915
2026-02-11,3.828,3.76484,3.79382,4.17533
2026-02-12,3.828,3.74836,3.785,4.16928
2026-02-13,3.835,3.74775,3.78091,4.16336
2026-02-16,3.765,3.74444,3.77884,4.155
2026-02-17,3.862,3.74546,3.76297,4.15334
2026-02-18,3.861,3.74937,3.75967,4.13239
2026-02-19,3.891,3.74063,3.7564,4.12594
2026-02-20,3.885,3.74474,3.7538,4.12021
2026-02-23,3.841,3.74965,3.75468,4.10725
2026-02-24,3.694,3.75289,3.74866,4.10625
2026-02-25,3.728,3.75147,3.74418,4.08871
2026-02-26,3.755,3.73924,3.74,4.08206
2026-02-27,3.958,3.73778,3.73605,4.07573
2026-03-02,3.825,3.82043,3.74953,4.06497
2026-03-03,3.768,3.82788,3.74732,4.06039
2026-03-04,3.634,3.82641,3.74549,4.05599
2026-03-05,3.596,3.82125,3.74456,4.05181
2026-03-06,3.624,3.81549,3.74329,4.0497
2026-03-09,3.701,3.80657,3.73047,4.03155
2026-03-10,3.691,3.80177,3.72853,4.02581
2026-03-11,3.691,3.79708,3.72687,4.0202
2026-03-12,3.681,3.79217,3.72537,4.01501
2026-03-13,3.681,3.78691,3.72525,4.01358
2026-03-16,3.674,3.77036,3.71778,3.99316
2026-03-17,3.633,3.76711,3.71661,3.98784
2026-03-18,3.625,3.7589,3.71566,3.98239
2026-03-19,3.639,3.75045,3.7151,3.97689
2026-03-20,3.65,3.74143,3.71463,3.97543
2026-03-23,3.594,3.71618,3.71808,3.95616
2026-03-24,3.572,3.70734,3.71708,3.95074
2026-03-25,,3.70297,3.71586,3.94493
2026-03-26,,3.6981,3.71489,3.93944
