date,O/N,1M,3M,6M
2023-03-14,6.371,6.48671,6.44668,6.55686
2023-03-15,6.653,6.48323,6.446,6.55603
2023-03-16,6.518,6.48682,6.44855,6.55641
2023-03-17,6.512,6.48689,6.45045,6.55736
2023-03-20,6.617,6.49528,6.45673,6.55273
2023-03-21,6.381,6.50196,6.45955,6.55262
2023-03-22,6.332,6.49905,6.46022,6.55183
2023-03-23,6.401,6.49633,6.46029,6.55065
2023-03-24,6.331,6.49862,6.46076,6.55097
2023-03-27,6.333,6.50056,6.46075,6.54884
2023-03-28,6.399,6.4861,6.46117,6.5486
2023-03-29,6.551,6.48419,6.4621,6.54838
2023-03-30,6.814,6.48754,6.46571,6.54898
2023-03-31,6.956,6.49925,6.47073,6.55165
2023-04-03,6.494,6.53677,6.52634,6.56546
2023-04-04,6.468,6.53656,6.52776,6.56376
2023-04-05,6.662,6.53561,6.52784,6.56237
2023-04-06,6.727,6.54917,6.53049,6.56222
2023-04-07,6.393,6.55517,6.53382,6.56297
2023-04-11,6.444,6.53316,6.53584,6.5609
2023-04-12,6.601,6.53157,6.53652,6.56009
2023-04-13,6.512,6.5428,6.53916,6.56028
2023-04-14,6.501,6.54105,6.54001,6.55991
2023-04-17,6.5,6.53967,6.54475,6.55858
2023-04-18,6.438,6.53956,6.5465,6.558
2023-04-19,6.513,6.5376,6.54654,6.55793
2023-04-20,6.593,6.53703,6.54821,6.55851
2023-04-21,6.63,6.53625,6.54987,6.55995
2023-04-24,6.468,6.5613,6.55991,6.56473
2023-04-25,6.653,6.55951,6.56101,6.56562
2023-04-26,6.456,6.56351,6.56215,6.5676
2023-04-27,6.417,6.58035,6.56216,6.56855
2023-04-28,6.604,6.58307,6.56171,6.56911
2023-05-02,6.527,6.54416,6.56525,6.56664
2023-05-04,6.668,6.54579,6.56601,6.56396
2023-05-05,6.685,6.55249,6.56832,6.56572
2023-05-08,6.775,6.55719,6.5734,6.56161
2023-05-09,6.786,6.56518,6.57618,6.56144
2023-05-10,6.836,6.57305,6.57848,6.56093
2023-05-11,6.839,6.60255,6.58256,6.56366
2023-05-12,6.707,6.61579,6.5866,6.56639
2023-05-15,6.708,6.62955,6.59015,6.56601
2023-05-16,6.764,6.63318,6.59192,6.56773
2023-05-17,6.713,6.64852,6.59475,6.56986
2023-05-18,6.735,6.65566,6.59727,6.57193
2023-05-19,6.712,6.66561,6.59999,6.57403
2023-05-22,6.677,6.67849,6.61061,6.58105
2023-05-23,6.755,6.67962,6.61368,6.5831
2023-05-24,6.66,6.68477,6.61845,6.58561
2023-05-25,6.455,6.69121,6.6201,6.58766
2023-05-26,6.342,6.68457,6.61945,6.58809
2023-05-29,6.302,6.66841,6.61791,6.58872
2023-05-30,6.708,6.65807,6.61557,6.58654
2023-05-31,6.652,6.66077,6.61778,6.58841
2023-06-01,6.728,6.66456,6.61744,6.5886
2023-06-02,6.696,6.6678,6.61918,6.58913
2023-06-05,6.664,6.67959,6.62579,6.59032
2023-06-06,6.701,6.68028,6.63081,6.59106
2023-06-07,6.728,6.6821,6.63257,6.59163
2023-06-09,6.717,6.67938,6.63642,6.59307
2023-06-12,6.673,6.6692,6.64132,6.59858
2023-06-13,6.644,6.6705,6.64675,6.60015
2023-06-14,6.697,6.67087,6.64761,6.60167
2023-06-15,6.712,6.66585,6.65122,6.60318
2023-06-16,6.611,6.66598,6.65187,6.60479
2023-06-19,6.53,6.65357,6.65434,6.6094
2023-06-20,6.566,6.65086,6.65528,6.61066
2023-06-21,6.568,6.64945,6.65472,6.61179
2023-06-22,6.518,6.63838,6.65678,6.61318
2023-06-23,6.353,6.63322,6.65884,6.61427
2023-06-26,6.354,6.60681,6.65406,6.61343
2023-06-27,6.331,6.60003,6.65905,6.61462
2023-06-28,6.364,6.59298,6.65903,6.61481
2023-06-29,6.826,6.60767,6.65864,6.61508
2023-06-30,6.695,6.62466,6.66168,6.61846
2023-07-03,6.707,6.62444,6.65002,6.64232
2023-07-04,6.621,6.6282,6.6524,6.64426
2023-07-05,6.768,6.61882,6.65411,6.64517
2023-07-06,6.825,6.62231,6.65529,6.64707
2023-07-07,6.852,6.62646,6.65639,6.64928
2023-07-10,6.802,6.6429,6.66626,6.6581
2023-07-11,6.91,6.64907,6.67637,6.66059
2023-07-12,6.911,6.64865,6.68157,6.66359
2023-07-13,6.871,6.65662,6.68504,6.66669
2023-07-14,6.857,6.66423,6.68905,6.66906
2023-07-17,6.899,6.68143,6.70097,6.67766
2023-07-18,6.859,6.68945,6.70543,6.68082
2023-07-19,6.822,6.70065,6.71013,6.68324
2023-07-20,6.867,6.71043,6.71358,6.68585
2023-07-21,6.646,6.72052,6.71664,6.6881
2023-07-24,6.658,6.72586,6.71718,6.69361
2023-07-25,6.828,6.72493,6.7193,6.69525
2023-07-26,6.824,6.76337,6.72126,6.69682
2023-07-27,6.761,6.77912,6.72537,6.69893
2023-07-28,6.874,6.79353,6.72921,6.7005
2023-07-31,6.932,6.81534,6.73751,6.70778
2023-08-01,6.697,6.82944,6.74196,6.70965
2023-08-02,6.725,6.82624,6.7427,6.71031
2023-08-03,6.692,6.82419,6.74373,6.71146
2023-08-04,6.76,6.8237,6.74672,6.71257
2023-08-07,6.808,6.82572,6.75042,6.71668
2023-08-08,6.773,6.8264,6.75075,6.71854
2023-08-09,6.709,6.82601,6.75073,6.71993
2023-08-10,6.81,6.81722,6.74988,6.72063
2023-08-11,6.657,6.81748,6.74959,6.72237
2023-08-14,6.793,6.79397,6.74804,6.72335
2023-08-16,6.691,6.79629,6.74835,6.72657
2023-08-17,6.724,6.78452,6.74755,6.72757
2023-08-18,6.774,6.77884,6.74767,6.72878
2023-08-21,6.984,6.77139,6.75107,6.73506
2023-08-22,7.124,6.77929,6.75247,6.73804
2023-08-23,6.948,6.79102,6.75742,6.74213
2023-08-24,6.806,6.80777,6.75955,6.74562
2023-08-25,6.567,6.81257,6.76116,6.7472
2023-08-28,6.741,6.78936,6.7606,6.75036
2023-08-29,6.652,6.78906,6.77178,6.75155
2023-08-30,6.885,6.78611,6.77565,6.75223
2023-08-31,6.944,6.77833,6.77761,6.75422
2023-09-01,6.742,6.77872,6.78083,6.75569
2023-09-04,6.768,6.78223,6.78258,6.7594
2023-09-05,6.794,6.783,6.7828,6.7607
2023-09-06,6.808,6.78456,6.78424,6.76422
2023-09-07,6.162,6.78527,6.78542,6.76571
2023-09-08,5.731,6.76432,6.77985,6.76357
2023-09-11,5.939,6.66371,6.74815,6.7493
2023-09-12,5.743,6.64211,6.73777,6.74603
2023-09-13,5.737,6.61588,6.7275,6.74348
2023-09-14,5.654,6.58105,6.71747,6.73882
2023-09-15,5.602,6.55307,6.70594,6.73479
2023-09-18,5.661,6.43374,6.67244,6.71869
2023-09-19,5.771,6.41056,6.66089,6.71404
2023-09-20,5.678,6.39216,6.6525,6.70969
2023-09-21,5.637,6.32971,6.64269,6.70442
2023-09-22,5.59,6.28603,6.6324,6.70024
2023-09-25,5.601,6.15275,6.60216,6.68656
2023-09-26,5.639,6.13643,6.59699,6.68175
2023-09-27,5.511,6.12227,6.58909,6.67937
2023-09-28,5.616,6.05723,6.58003,6.67475
2023-09-29,5.697,6.02076,6.57177,6.67035
2023-10-02,5.747,5.91078,6.53432,6.64634
2023-10-03,5.553,5.90657,6.52678,6.64247
2023-10-04,5.531,5.80898,6.51404,6.63715
2023-10-05,5.46,5.76756,6.502,6.63186
2023-10-06,5.497,5.72289,6.48755,6.62508
2023-10-09,5.572,5.65231,6.45401,6.60798
2023-10-10,5.839,5.65064,6.42883,6.60341
2023-10-11,5.752,5.64719,6.41819,6.60028
2023-10-12,5.732,5.64093,6.4054,6.59638
2023-10-13,5.772,5.64056,6.39238,6.59147
2023-10-16,5.874,5.65053,6.36926,6.58053
2023-10-17,5.724,5.65839,6.34545,6.57553
2023-10-18,5.517,5.66456,6.33247,6.57115
2023-10-19,5.583,5.65974,6.31766,6.56595
2023-10-20,5.518,5.65344,6.30398,6.56071
2023-10-23,5.583,5.64078,6.27452,6.54538
2023-10-24,5.503,5.63981,6.25246,6.53619
2023-10-25,5.484,5.63855,6.23971,6.53074
2023-10-26,5.36,5.63463,6.22487,6.52415
2023-10-27,5.348,5.62529,6.20871,6.51796
2023-10-30,5.855,5.6031,6.17689,6.50123
2023-10-31,5.181,5.61184,6.1482,6.49879
2023-11-02,5.545,5.57484,6.11214,6.47936
2023-11-03,5.523,5.56829,6.09912,6.47528
2023-11-06,5.583,5.56902,6.07602,6.45768
2023-11-07,5.506,5.57028,6.04595,6.45396
2023-11-08,5.501,5.56915,6.03158,6.44248
2023-11-09,5.555,5.57231,6.01755,6.43534
2023-11-10,5.513,5.57176,6.00482,6.42843
2023-11-13,5.462,5.54627,5.9821,6.40965
2023-11-14,5.543,5.54444,5.9521,6.40551
2023-11-15,5.565,5.54521,5.94859,6.39337
2023-11-16,5.548,5.52218,5.92478,6.38695
2023-11-17,5.567,5.51162,5.91217,6.38013
2023-11-20,5.572,5.50755,5.89408,6.36378
2023-11-21,5.603,5.51038,5.85954,6.36049
2023-11-22,5.542,5.51401,5.84431,6.34813
2023-11-23,5.548,5.51291,5.82687,6.34176
2023-11-24,5.301,5.51178,5.81143,6.335
2023-11-27,5.451,5.49732,5.78596,6.31629
2023-11-28,5.333,5.49667,5.75463,6.31258
2023-11-29,5.552,5.49249,5.7391,6.30442
2023-11-30,5.548,5.50686,5.72698,6.30022
2023-12-01,5.525,5.51713,5.69762,6.29061
2023-12-04,5.578,5.5185,5.65695,6.2775
2023-12-05,5.509,5.52117,5.64369,6.26434
2023-12-06,5.511,5.51897,5.62937,6.25783
2023-12-07,5.587,5.51656,5.61492,6.25112
2023-12-08,5.559,5.51927,5.60852,6.24847
2023-12-11,5.675,5.52329,5.60277,6.23264
2023-12-12,5.634,5.52886,5.59983,6.2192
2023-12-13,5.664,5.53236,5.59861,6.21335
2023-12-14,5.566,5.53912,5.5978,6.20783
2023-12-15,5.448,5.53989,5.59682,6.20145
2023-12-18,5.402,5.53062,5.59167,6.18809
2023-12-19,5.478,5.52739,5.58879,6.17443
2023-12-20,5.355,5.52014,5.58553,6.1685
2023-12-21,5.329,5.51288,5.58193,6.16168
2023-12-22,5.309,5.5037,5.5785,6.1547
2023-12-27,5.466,5.48852,5.56212,6.12435
2023-12-28,5.27,5.48903,5.56162,6.11947
2023-12-29,5.346,5.48692,5.55776,6.11331
2024-01-02,5.336,5.46669,5.54464,6.08219
2024-01-03,5.341,5.4635,5.54011,6.07902
2024-01-04,5.327,5.45197,5.53777,6.07137
2024-01-05,5.308,5.44384,5.53553,6.06412
2024-01-08,5.305,5.42163,5.5306,6.04431
2024-01-09,5.347,5.41875,5.52757,6.04121
2024-01-10,5.376,5.41735,5.52509,6.02172
2024-01-11,5.391,5.40069,5.51999,6.01374
2024-01-12,5.322,5.39149,5.51601,6.00524
2024-01-15,5.343,5.36231,5.50902,5.98493
2024-01-16,5.296,5.36247,5.49686,5.98235
2024-01-17,5.329,5.36121,5.49049,5.96187
2024-01-18,5.374,5.35021,5.48613,5.95309
2024-01-19,5.338,5.3493,5.48456,5.94478
2024-01-22,5.482,5.34443,5.48035,5.92557
2024-01-23,5.573,5.34951,5.4775,5.92407
2024-01-24,5.659,5.35707,5.47739,5.90808
2024-01-25,5.537,5.36676,5.47911,5.90249
2024-01-26,5.367,5.37241,5.47969,5.89527
2024-01-29,5.371,5.37931,5.47893,5.87739
2024-01-30,5.728,5.37981,5.48044,5.87553
2024-01-31,5.902,5.39118,5.47904,5.85607
2024-02-01,5.629,5.41202,5.48958,5.85031
2024-02-02,5.648,5.41983,5.49193,5.84434
2024-02-05,5.542,5.4502,5.49801,5.83236
2024-02-06,5.495,5.45387,5.49603,5.83168
2024-02-07,5.628,5.45592,5.49506,5.81237
2024-02-08,5.511,5.47429,5.4964,5.80577
2024-02-09,5.521,5.48096,5.49651,5.79871
2024-02-12,5.512,5.49543,5.49828,5.78429
2024-02-13,5.489,5.49675,5.4963,5.7837
2024-02-14,5.458,5.49732,5.4966,5.76558
2024-02-15,5.533,5.51148,5.49566,5.76478
2024-02-16,5.49,5.51764,5.49531,5.75108
2024-02-19,5.457,5.53282,5.49617,5.73697
2024-02-20,5.638,5.53125,5.49176,5.73632
2024-02-21,5.499,5.53532,5.49249,5.71658
2024-02-22,5.419,5.55169,5.49134,5.70828
2024-02-23,5.494,5.54965,5.48999,5.69874
2024-02-26,5.447,5.54027,5.49109,5.6831
2024-02-27,5.464,5.53816,5.49525,5.68267
2024-02-28,5.761,5.53671,5.4954,5.66487
2024-02-29,5.76,5.55885,5.50011,5.65939
2024-03-01,5.545,5.55286,5.50107,5.63841
2024-03-04,5.484,5.55115,5.50174,5.61814
2024-03-05,5.61,5.53714,5.50069,5.61089
2024-03-06,5.565,5.5395,5.50181,5.6042
2024-03-07,5.504,5.54192,5.50242,5.59718
2024-03-08,5.452,5.53763,5.50149,5.59347
2024-03-11,5.517,5.53168,5.49792,5.58874
2024-03-12,5.612,5.53067,5.49616,5.58636
2024-03-13,5.552,5.53413,5.49591,5.58562
2024-03-14,5.587,5.53631,5.49466,5.58457
2024-03-15,5.579,5.54078,5.4949,5.5842
2024-03-18,5.488,5.54626,5.49927,5.58381
2024-03-19,5.436,5.54846,5.50023,5.58283
2024-03-20,5.476,5.54774,5.49976,5.58094
2024-03-21,5.472,5.54213,5.50111,5.5798
2024-03-22,5.35,5.54119,5.50271,5.57887
2024-03-25,5.306,5.52809,5.50017,5.5748
2024-03-26,5.302,5.52232,5.49892,5.57314
2024-03-27,5.303,5.5173,5.50402,5.57123
2024-03-28,5.334,5.51173,5.50221,5.57006
2024-03-29,5,5.49694,5.50292,5.56847
2024-04-02,5.522,5.42847,5.48751,5.55437
2024-04-03,5.636,5.43211,5.48958,5.5531
2024-04-04,5.606,5.42618,5.49287,5.55357
2024-04-05,5.637,5.43013,5.49598,5.55399
2024-04-08,5.569,5.43756,5.50697,5.55756
2024-04-09,5.611,5.44247,5.50991,5.55696
2024-04-10,5.524,5.44839,5.51285,5.55718
2024-04-11,5.519,5.44892,5.5145,5.55541
2024-04-12,5.558,5.44898,5.51592,5.5541
2024-04-15,5.558,5.44641,5.52381,5.55484
2024-04-16,5.714,5.4507,5.5262,5.54952
2024-04-17,5.789,5.4595,5.53086,5.54862
2024-04-18,5.773,5.45699,5.53598,5.54899
2024-04-19,5.584,5.46622,5.54043,5.55043
2024-04-22,5.494,5.47806,5.54864,5.55247
2024-04-23,5.573,5.47936,5.54878,5.55104
2024-04-24,5.519,5.48301,5.54878,5.55098
2024-04-25,5.581,5.49551,5.54722,5.55107
2024-04-26,5.397,5.50442,5.54771,5.55162
2024-04-29,5.795,5.51251,5.54871,5.55177
2024-04-30,5.755,5.52218,5.55343,5.55488
2024-05-02,5.672,5.60611,5.55038,5.55883
2024-05-06,5.521,5.61708,5.55262,5.56205
2024-05-07,5.641,5.6149,5.55291,5.5617
2024-05-08,5.51,5.61188,5.55306,5.56246
2024-05-09,5.552,5.60991,5.55305,5.56251
2024-05-10,5.571,5.60793,5.55387,5.5625
2024-05-13,5.617,5.6107,5.55519,5.56348
2024-05-14,5.655,5.61173,5.55663,5.56435
2024-05-15,5.797,5.61691,5.55885,5.56499
2024-05-16,5.665,5.62491,5.56182,5.5663
2024-05-17,5.581,5.62327,5.56381,5.56696
2024-05-20,5.576,5.60969,5.56724,5.56719
2024-05-21,5.564,5.60947,5.56654,5.56722
2024-05-22,5.469,5.60884,5.56727,5.567
2024-05-23,5.418,5.608,5.56783,5.56658
2024-05-24,5.336,5.60281,5.567,5.56585
2024-05-27,5.562,5.58105,5.56217,5.56644
2024-05-28,5.514,5.58128,5.56327,5.56707
2024-05-29,5.784,5.59588,5.56049,5.56809
2024-05-31,5.756,5.60242,5.56708,5.57145
2024-06-03,5.398,5.60808,5.57275,5.57633
2024-06-04,5.508,5.60252,5.57006,5.57449
2024-06-05,5.681,5.60056,5.57032,5.5741
2024-06-06,5.635,5.59142,5.57111,5.57507
2024-06-07,5.625,5.59511,5.57188,5.57576
2024-06-10,5.587,5.6006,5.57598,5.5782
2024-06-11,5.671,5.60101,5.57851,5.57688
2024-06-12,5.647,5.60397,5.58021,5.57685
2024-06-13,5.605,5.60691,5.58059,5.57693
2024-06-14,5.507,5.60652,5.58118,5.57659
2024-06-17,5.428,5.58712,5.58037,5.57717
2024-06-18,5.392,5.58296,5.57705,5.57681
2024-06-19,5.461,5.57797,5.57599,5.57676
2024-06-20,5.493,5.57223,5.57626,5.57666
2024-06-21,5.447,5.56954,5.57645,5.57744
2024-06-24,5.46,5.5659,5.57504,5.57832
2024-06-25,5.635,5.5634,5.57952,5.57851
2024-06-26,5.637,5.5664,5.58315,5.57967
2024-06-27,5.498,5.58944,5.58684,5.5842
2024-06-28,5.455,5.58736,5.58899,5.58438
2024-07-01,5.598,5.5409,5.61217,5.58767
2024-07-02,5.568,5.54369,5.61286,5.58858
2024-07-03,5.555,5.54531,5.61338,5.58989
2024-07-04,5.592,5.55057,5.61247,5.5911
2024-07-05,5.655,5.55338,5.61232,5.5926
2024-07-08,5.611,5.55721,5.61292,5.59848
2024-07-09,5.673,5.55972,5.61339,5.6002
2024-07-10,5.582,5.55532,5.61408,5.60204
2024-07-11,5.554,5.55516,5.61473,5.60321
2024-07-12,5.543,5.55124,5.61512,5.60413
2024-07-15,5.655,5.54633,5.61461,5.60787
2024-07-16,5.659,5.55056,5.61569,5.60963
2024-07-17,5.603,5.55693,5.61508,5.61168
2024-07-18,5.637,5.56279,5.61301,5.61323
2024-07-19,5.513,5.57099,5.61149,5.61472
2024-07-22,5.542,5.57219,5.60912,5.61768
2024-07-23,5.615,5.57206,5.60966,5.61802
2024-07-24,5.638,5.58442,5.61012,5.61826
2024-07-25,5.656,5.59037,5.61145,5.61814
2024-07-26,5.411,5.59108,5.61229,5.61881
2024-07-29,5.406,5.57585,5.61275,5.61955
2024-07-30,5.492,5.57134,5.60842,5.61975
2024-07-31,4.79,5.56975,5.60799,5.61842
2024-08-01,5.574,5.55399,5.59475,5.61214
2024-08-02,5.653,5.55321,5.59537,5.61183
2024-08-05,5.66,5.56103,5.59971,5.61191
2024-08-06,5.675,5.56496,5.59464,5.61258
2024-08-07,5.666,5.56914,5.59633,5.6136
2024-08-08,5.689,5.56229,5.59661,5.61381
2024-08-09,5.654,5.56481,5.59858,5.61482
2024-08-12,5.584,5.56969,5.60254,5.61707
2024-08-13,5.555,5.57096,5.60168,5.61748
2024-08-14,5.582,5.5713,5.601,5.61785
2024-08-16,5.583,5.57036,5.59781,5.61882
2024-08-19,5.532,5.56541,5.59827,5.6204
2024-08-20,5.587,5.56519,5.59641,5.62082
2024-08-21,5.643,5.56667,5.59653,5.62053
2024-08-22,5.605,5.57272,5.5974,5.62134
2024-08-23,5.55,5.57476,5.5989,5.6224
2024-08-26,5.58,5.56629,5.60094,5.62334
2024-08-27,5.72,5.56754,5.60776,5.62409
2024-08-28,5.765,5.57301,5.6095,5.62554
2024-08-29,5.908,5.59333,5.61227,5.62556
2024-08-30,5.223,5.60959,5.61635,5.62801
2024-09-02,5.519,5.60346,5.59308,5.62223
2024-09-03,5.631,5.60164,5.59311,5.62252
2024-09-04,5.563,5.60337,5.59568,5.62215
2024-09-05,5.587,5.59557,5.59628,5.62259
2024-09-06,5.584,5.59321,5.59525,5.62246
2024-09-09,5.667,5.58412,5.59611,5.62365
2024-09-10,5.638,5.58755,5.59424,5.62475
2024-09-11,5.616,5.58991,5.59481,5.62599
2024-09-12,5.663,5.58287,5.5942,5.62655
2024-09-13,5.606,5.58543,5.59438,5.62683
2024-09-16,5.639,5.58859,5.5963,5.62797
2024-09-17,5.557,5.591,5.59802,5.62889
2024-09-18,5.625,5.59079,5.59945,5.6276
2024-09-19,5.611,5.591,5.60201,5.62837
2024-09-20,5.347,5.59356,5.60367,5.62935
2024-09-23,5.38,5.56776,5.59822,5.62721
2024-09-24,5.424,5.56268,5.59912,5.62671
2024-09-25,5.38,5.55928,5.59872,5.62849
2024-09-26,5.353,5.55274,5.59591,5.6289
2024-09-27,5.585,5.54538,5.59278,5.62919
2024-09-30,4.937,5.52462,5.59521,5.63276
2024-10-01,5.51,5.53399,5.59089,5.64052
2024-10-02,5.574,5.53399,5.58992,5.64066
2024-10-03,5.484,5.53584,5.58999,5.64095
2024-10-04,5.536,5.53091,5.58921,5.64009
2024-10-07,5.56,5.52928,5.58911,5.64026
2024-10-08,5.596,5.53106,5.58492,5.63813
2024-10-09,5.601,5.5263,5.58475,5.63829
2024-10-10,5.621,5.52409,5.58396,5.63823
2024-10-11,5.505,5.52352,5.58439,5.63878
2024-10-14,5.492,5.51493,5.5838,5.63892
2024-10-15,5.705,5.51502,5.58245,5.63773
2024-10-16,5.716,5.51063,5.583,5.63856
2024-10-17,5.655,5.51321,5.58363,5.63857
2024-10-18,5.414,5.51649,5.5842,5.63781
2024-10-21,5.423,5.50068,5.57978,5.63504
2024-10-22,5.534,5.49904,5.57857,5.63298
2024-10-23,5.448,5.51388,5.57849,5.63321
2024-10-24,5.616,5.51615,5.57664,5.63251
2024-10-25,5.515,5.52258,5.5764,5.63305
2024-10-28,5.607,5.53269,5.57521,5.63308
2024-10-29,5.564,5.53583,5.5793,5.63519
2024-10-30,5.721,5.53022,5.58104,5.63389
2024-10-31,4.408,5.53721,5.58357,5.63524
2024-11-04,5.729,5.41161,5.54314,5.60848
2024-11-05,5.571,5.42235,5.5399,5.61
2024-11-06,5.613,5.42765,5.53892,5.60583
2024-11-07,5.602,5.42157,5.53823,5.60634
2024-11-08,5.704,5.42293,5.53753,5.60613
2024-11-12,5.712,5.4416,5.53931,5.6108
2024-11-13,5.733,5.45062,5.54073,5.61032
2024-11-14,5.67,5.45291,5.54269,5.61097
2024-11-15,5.625,5.45868,5.54491,5.61105
2024-11-18,5.567,5.45208,5.54751,5.61079
2024-11-19,5.6,5.45648,5.54489,5.61141
2024-11-20,5.617,5.46164,5.54564,5.61014
2024-11-21,5.577,5.46972,5.54597,5.61037
2024-11-22,5.487,5.47471,5.54524,5.61044
2024-11-25,5.533,5.47019,5.54434,5.61108
2024-11-26,5.583,5.47296,5.54237,5.61151
2024-11-27,5.677,5.4771,5.5424,5.61425
2024-11-28,5.684,5.47831,5.54193,5.61489
2024-11-29,5.519,5.4808,5.54103,5.61584
2024-12-02,5.48,5.62467,5.54599,5.6082
2024-12-03,5.561,5.6205,5.54556,5.60834
2024-12-04,5.624,5.61934,5.54478,5.60926
2024-12-05,5.6,5.61583,5.54546,5.60991
2024-12-06,5.519,5.6168,5.5456,5.60945
2024-12-09,5.57,5.60865,5.54343,5.6095
2024-12-10,5.644,5.60827,5.54235,5.6073
2024-12-11,5.617,5.61019,5.54242,5.60762
2024-12-12,5.568,5.59536,5.54243,5.60732
2024-12-13,5.405,5.59054,5.54137,5.60687
2024-12-16,5.437,5.56606,5.53466,5.60521
2024-12-17,5.519,5.56283,5.53241,5.60421
2024-12-18,5.387,5.55349,5.53198,5.60472
2024-12-19,5.328,5.54746,5.52933,5.60469
2024-12-20,5.311,5.53835,5.52618,5.60395
2024-12-23,5.431,5.51319,5.52498,5.60137
2024-12-24,5.439,5.51141,5.52554,5.60131
2024-12-27,5.223,5.50178,5.5273,5.59896
2024-12-30,5.454,5.46383,5.51521,5.59495
2024-12-31,4.851,5.46431,5.51536,5.59502
2025-01-02,5.398,5.4185,5.50714,5.58733
2025-01-03,5.509,5.41584,5.5052,5.58638
2025-01-07,5.446,5.41129,5.50456,5.58648
2025-01-08,5.544,5.41312,5.5033,5.58285
2025-01-09,5.569,5.40552,5.50273,5.58247
2025-01-10,5.49,5.40549,5.50237,5.58189
2025-01-13,5.555,5.39377,5.5023,5.58135
2025-01-14,5.577,5.39961,5.50115,5.58205
2025-01-15,5.746,5.40578,5.50209,5.58098
2025-01-16,5.675,5.41533,5.50254,5.58149
2025-01-17,5.52,5.42305,5.50209,5.58158
2025-01-20,5.526,5.43353,5.50262,5.58096
2025-01-21,5.551,5.43721,5.50417,5.5815
2025-01-22,5.61,5.44146,5.50558,5.58078
2025-01-23,5.564,5.45803,5.50642,5.58116
2025-01-24,5.503,5.46234,5.5077,5.58088
2025-01-27,5.484,5.46856,5.50798,5.57968
2025-01-28,5.598,5.46984,5.50584,5.58
2025-01-29,5.685,5.47454,5.50575,5.58124
2025-01-30,5.663,5.50422,5.50708,5.58279
2025-01-31,4.953,5.51099,5.50644,5.58375
2025-02-03,5.366,5.50313,5.53607,5.57854
2025-02-04,5.526,5.49963,5.53503,5.57821
2025-02-05,5.518,5.50124,5.53279,5.57497
2025-02-06,5.592,5.50254,5.53221,5.57418
2025-02-07,5.434,5.50219,5.53197,5.57371
2025-02-10,5.548,5.49379,5.52967,5.57106
2025-02-11,5.538,5.49629,5.5307,5.57178
2025-02-12,5.498,5.49836,5.52066,5.56853
2025-02-13,5.509,5.49756,5.5183,5.56804
2025-02-14,5.472,5.49607,5.51583,5.56779
2025-02-17,5.525,5.47713,5.51436,5.56687
2025-02-18,5.483,5.47943,5.50918,5.56748
2025-02-19,5.427,5.48034,5.50825,5.56506
2025-02-20,5.613,5.47316,5.50634,5.56448
2025-02-21,5.514,5.47598,5.5063,5.56462
2025-02-24,5.455,5.46997,5.50739,5.56395
2025-02-25,5.501,5.4703,5.50585,5.56419
2025-02-26,5.395,5.47203,5.5055,5.56239
2025-02-27,5.448,5.46493,5.50342,5.56135
2025-02-28,4.352,5.46377,5.5009,5.55983
2025-03-03,5.432,5.3767,5.458,5.53954
2025-03-04,5.445,5.37907,5.45655,5.53841
2025-03-05,5.456,5.37616,5.45453,5.53774
2025-03-06,5.525,5.37394,5.45291,5.537
2025-03-07,5.439,5.37154,5.45452,5.53777
2025-03-10,5.567,5.37207,5.4497,5.53373
2025-03-11,5.506,5.37276,5.44883,5.53332
2025-03-12,5.537,5.37161,5.44758,5.5327
2025-03-13,5.485,5.37301,5.44724,5.53198
2025-03-14,5.463,5.37215,5.44846,5.53255
2025-03-17,5.562,5.37118,5.44973,5.52867
2025-03-18,5.521,5.3725,5.45022,5.5287
2025-03-19,5.521,5.37387,5.45173,5.52811
2025-03-20,5.532,5.37724,5.4539,5.5276
2025-03-21,5.557,5.37433,5.45558,5.52846
2025-03-24,5.528,5.37896,5.46334,5.53204
2025-03-25,5.522,5.38157,5.46487,5.53263
2025-03-26,5.497,5.38233,5.46631,5.53344
2025-03-27,5.573,5.38599,5.46596,5.53425
2025-03-28,5.546,5.39047,5.46796,5.53531
2025-03-31,4.614,5.40774,5.47821,5.53465
2025-04-01,5.56,5.48835,5.48184,5.53282
2025-04-02,5.566,5.49155,5.48353,5.5331
2025-04-03,5.55,5.49476,5.48542,5.53306
2025-04-04,5.579,5.49858,5.48696,5.53343
2025-04-07,5.511,5.50858,5.48827,5.53416
2025-04-08,5.57,5.50946,5.48901,5.53388
2025-04-09,5.566,5.51211,5.4893,5.53374
2025-04-10,5.635,5.51935,5.48927,5.53354
2025-04-11,5.753,5.52155,5.49171,5.53362
2025-04-14,5.517,5.54515,5.49905,5.53782
2025-04-15,5.568,5.54508,5.49837,5.53796
2025-04-16,5.627,5.5466,5.49637,5.53718
2025-04-17,5.713,5.5557,5.49583,5.53668
2025-04-18,5.643,5.56059,5.49906,5.53701
2025-04-22,5.618,5.57498,5.50309,5.54211
2025-04-23,5.573,5.57712,5.50318,5.54259
2025-04-24,5.515,5.57729,5.50328,5.54329
2025-04-25,5.586,5.57687,5.50424,5.54272
2025-04-28,5.609,5.58217,5.50644,5.54393
2025-04-29,5.54,5.58384,5.50656,5.54394
2025-04-30,5.731,5.58333,5.50493,5.5438
2025-05-02,5.531,5.62761,5.52572,5.56848
2025-05-05,5.599,5.62349,5.52851,5.5686
