Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2019-07-01,1.19445,1.19445,1.19445,1.19445
2019-07-02,1.1951,1.1951,1.1951,1.1951
2019-07-03,1.19514,1.19514,1.19514,1.19514
2019-07-04,1.19553,1.19553,1.19553,1.19553
2019-07-05,1.19591,1.19591,1.19591,1.19591
2019-07-08,1.19543,1.19543,1.19543,1.19543
2019-07-09,1.19463,1.19463,1.19463,1.19463
2019-07-10,1.19355,1.19355,1.19355,1.19355
2019-07-11,1.19277,1.19277,1.19277,1.19277
2019-07-12,1.19304,1.19304,1.19304,1.19304
2019-07-15,1.19387,1.19387,1.19387,1.19387
2019-07-16,1.19469,1.19469,1.19469,1.19469
2019-07-17,1.19535,1.19535,1.19535,1.19535
2019-07-18,1.19634,1.19634,1.19634,1.19634
2019-07-19,1.19674,1.19674,1.19674,1.19674
2019-07-22,1.20247,1.20247,1.20247,1.20247
2019-07-23,1.20403,1.20403,1.20403,1.20403
2019-07-24,1.20701,1.20701,1.20701,1.20701
2019-07-25,1.21052,1.21052,1.21052,1.21052
2019-07-26,1.21138,1.21138,1.21138,1.21138
2019-07-29,1.22457,1.22457,1.22457,1.22457
2019-07-30,1.22645,1.22645,1.22645,1.22645
2019-07-31,1.22742,1.22742,1.22742,1.22742
2019-08-01,1.22785,1.22785,1.22785,1.22785
2019-08-02,1.22829,1.22829,1.22829,1.22829
2019-08-05,1.22881,1.22881,1.22881,1.22881
2019-08-06,1.22897,1.22897,1.22897,1.22897
2019-08-07,1.22928,1.22928,1.22928,1.22928
2019-08-08,1.22978,1.22978,1.22978,1.22978
2019-08-09,1.2303,1.2303,1.2303,1.2303
2019-08-12,1.23292,1.23292,1.23292,1.23292
2019-08-13,1.23355,1.23355,1.23355,1.23355
2019-08-14,1.23381,1.23381,1.23381,1.23381
2019-08-16,1.23555,1.23555,1.23555,1.23555
2019-08-19,1.23652,1.23652,1.23652,1.23652
2019-08-20,1.23659,1.23659,1.23659,1.23659
2019-08-21,1.23652,1.23652,1.23652,1.23652
2019-08-22,1.23576,1.23576,1.23576,1.23576
2019-08-23,1.2355,1.2355,1.2355,1.2355
2019-08-26,1.23818,1.23818,1.23818,1.23818
2019-08-27,1.24123,1.24123,1.24123,1.24123
2019-08-28,1.24199,1.24199,1.24199,1.24199
2019-08-29,1.24111,1.24111,1.24111,1.24111
2019-08-30,1.23807,1.23807,1.23807,1.23807
2019-09-02,1.23611,1.23611,1.23611,1.23611
