Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2021-02-01,-0.00154,-0.00154,-0.00154,-0.00154
2021-02-02,-0.00121,-0.00121,-0.00121,-0.00121
2021-02-03,-0.00093,-0.00093,-0.00093,-0.00093
2021-02-04,-0.00055,-0.00055,-0.00055,-0.00055
2021-02-05,-0.00032,-0.00032,-0.00032,-0.00032
2021-02-08,0.00419,0.00419,0.00419,0.00419
2021-02-09,0.00428,0.00428,0.00428,0.00428
2021-02-10,0.00455,0.00455,0.00455,0.00455
2021-02-11,0.00468,0.00468,0.00468,0.00468
2021-02-12,0.00684,0.00684,0.00684,0.00684
2021-02-15,0.00823,0.00823,0.00823,0.00823
2021-02-16,0.00841,0.00841,0.00841,0.00841
2021-02-17,0.00855,0.00855,0.00855,0.00855
2021-02-18,0.00871,0.00871,0.00871,0.00871
2021-02-19,0.00903,0.00903,0.00903,0.00903
2021-02-22,0.01013,0.01013,0.01013,0.01013
2021-02-23,0.01003,0.01003,0.01003,0.01003
2021-02-24,0.01003,0.01003,0.01003,0.01003
2021-02-25,0.00965,0.00965,0.00965,0.00965
2021-02-26,0.00955,0.00955,0.00955,0.00955
2021-03-01,0.0095,0.0095,0.0095,0.0095
2021-03-02,0.0095,0.0095,0.0095,0.0095
2021-03-03,0.00946,0.00946,0.00946,0.00946
2021-03-04,0.00943,0.00943,0.00943,0.00943
2021-03-05,0.00961,0.00961,0.00961,0.00961
2021-03-08,0.00896,0.00896,0.00896,0.00896
2021-03-09,0.00918,0.00918,0.00918,0.00918
2021-03-10,0.00911,0.00911,0.00911,0.00911
2021-03-11,0.00921,0.00921,0.00921,0.00921
2021-03-12,0.00929,0.00929,0.00929,0.00929
2021-03-15,0.00971,0.00971,0.00971,0.00971
2021-03-16,0.00993,0.00993,0.00993,0.00993
2021-03-17,0.01011,0.01011,0.01011,0.01011
2021-03-18,0.01036,0.01036,0.01036,0.01036
2021-03-19,0.0105,0.0105,0.0105,0.0105
2021-03-22,0.01114,0.01114,0.01114,0.01114
2021-03-23,0.0115,0.0115,0.0115,0.0115
2021-03-24,0.01161,0.01161,0.01161,0.01161
2021-03-25,0.01214,0.01214,0.01214,0.01214
2021-03-26,0.0125,0.0125,0.0125,0.0125
2021-03-29,0.01235,0.01235,0.01235,0.01235
2021-03-30,0.01234,0.01234,0.01234,0.01234
2021-03-31,0.01233,0.01233,0.01233,0.01233
2021-04-01,0.01345,0.01345,0.01345,0.01345
2021-04-02,0.01352,0.01352,0.01352,0.01352
2021-04-06,0.01406,0.01406,0.01406,0.01406
2021-04-07,0.014,0.014,0.014,0.014
2021-04-08,0.014,0.014,0.014,0.014
2021-04-09,0.0139,0.0139,0.0139,0.0139
2021-04-12,0.01371,0.01371,0.01371,0.01371
2021-04-13,0.01372,0.01372,0.01372,0.01372
2021-04-14,0.01361,0.01361,0.01361,0.01361
2021-04-15,0.01355,0.01355,0.01355,0.01355
2021-04-16,0.01345,0.01345,0.01345,0.01345
2021-04-19,0.01332,0.01332,0.01332,0.01332
2021-04-20,0.01328,0.01328,0.01328,0.01328
2021-04-21,0.01321,0.01321,0.01321,0.01321
2021-04-22,0.01284,0.01284,0.01284,0.01284
2021-04-23,0.01261,0.01261,0.01261,0.01261
2021-04-26,0.01226,0.01226,0.01226,0.01226
2021-04-27,0.01228,0.01228,0.01228,0.01228
2021-04-28,0.01248,0.01248,0.01248,0.01248
2021-04-29,0.01287,0.01287,0.01287,0.01287
2021-04-30,0.01313,0.01313,0.01313,0.01313
2021-05-04,0.01075,0.01075,0.01075,0.01075
2021-05-05,0.01073,0.01073,0.01073,0.01073
2021-05-06,0.01027,0.01027,0.01027,0.01027
2021-05-07,0.0101,0.0101,0.0101,0.0101
2021-05-10,0.01045,0.01045,0.01045,0.01045
2021-05-11,0.01056,0.01056,0.01056,0.01056
2021-05-12,0.0106,0.0106,0.0106,0.0106
2021-05-13,0.01043,0.01043,0.01043,0.01043
2021-05-14,0.0104,0.0104,0.0104,0.0104
2021-05-17,0.01006,0.01006,0.01006,0.01006
2021-05-18,0.01009,0.01009,0.01009,0.01009
2021-05-19,0.0095,0.0095,0.0095,0.0095
2021-05-20,0.00943,0.00943,0.00943,0.00943
2021-05-21,0.00933,0.00933,0.00933,0.00933
2021-05-24,0.00945,0.00945,0.00945,0.00945
2021-05-25,0.00938,0.00938,0.00938,0.00938
2021-05-26,0.0091,0.0091,0.0091,0.0091
2021-05-27,0.00907,0.00907,0.00907,0.00907
2021-05-28,0.0089,0.0089,0.0089,0.0089
2021-05-31,0.00732,0.00732,0.00732,0.00732
2021-06-01,0.00925,0.00925,0.00925,0.00925
2021-06-02,0.00928,0.00928,0.00928,0.00928
2021-06-04,0.00758,0.00758,0.00758,0.00758
2021-06-07,0.00748,0.00748,0.00748,0.00748
2021-06-08,0.00747,0.00747,0.00747,0.00747
2021-06-09,0.00755,0.00755,0.00755,0.00755
2021-06-10,0.007,0.007,0.007,0.007
2021-06-11,0.00694,0.00694,0.00694,0.00694
2021-06-14,0.0071,0.0071,0.0071,0.0071
2021-06-15,0.00719,0.00719,0.00719,0.00719
2021-06-16,0.00745,0.00745,0.00745,0.00745
2021-06-17,0.00742,0.00742,0.00742,0.00742
2021-06-18,0.00755,0.00755,0.00755,0.00755
2021-06-21,0.00781,0.00781,0.00781,0.00781
2021-06-22,0.00803,0.00803,0.00803,0.00803
2021-06-23,0.00827,0.00827,0.00827,0.00827
2021-06-24,0.00823,0.00823,0.00823,0.00823
2021-06-25,0.00835,0.00835,0.00835,0.00835
2021-06-28,0.00742,0.00742,0.00742,0.00742
2021-06-29,0.00756,0.00756,0.00756,0.00756
2021-06-30,0.00758,0.00758,0.00758,0.00758
2021-07-01,0.00887,0.00887,0.00887,0.00887
2021-07-02,0.0089,0.0089,0.0089,0.0089
2021-07-05,0.01194,0.01194,0.01194,0.01194
2021-07-06,0.01197,0.01197,0.01197,0.01197
2021-07-07,0.01247,0.01247,0.01247,0.01247
2021-07-08,0.01287,0.01287,0.01287,0.01287
2021-07-09,0.0129,0.0129,0.0129,0.0129
