Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2021-11-24,0.11702,0.11702,0.11702,0.11702
2021-11-25,0.12177,0.12177,0.12177,0.12177
2021-11-26,0.12635,0.12635,0.12635,0.12635
2021-11-29,0.1396,0.1396,0.1396,0.1396
2021-11-30,0.14297,0.14297,0.14297,0.14297
2021-12-01,0.15076,0.15076,0.15076,0.15076
2021-12-02,0.15791,0.15791,0.15791,0.15791
2021-12-03,0.16374,0.16374,0.16374,0.16374
2021-12-06,0.17994,0.17994,0.17994,0.17994
2021-12-07,0.18621,0.18621,0.18621,0.18621
2021-12-08,0.19058,0.19058,0.19058,0.19058
2021-12-09,0.19481,0.19481,0.19481,0.19481
2021-12-10,0.20167,0.20167,0.20167,0.20167
2021-12-13,0.22092,0.22092,0.22092,0.22092
2021-12-14,0.23013,0.23013,0.23013,0.23013
2021-12-15,0.23698,0.23698,0.23698,0.23698
2021-12-16,0.24379,0.24379,0.24379,0.24379
2021-12-17,0.25065,0.25065,0.25065,0.25065
2021-12-20,0.26876,0.26876,0.26876,0.26876
2021-12-21,0.27848,0.27848,0.27848,0.27848
2021-12-22,0.28556,0.28556,0.28556,0.28556
2021-12-23,0.29257,0.29257,0.29257,0.29257
2021-12-24,0.29966,0.29966,0.29966,0.29966
2021-12-27,0.31764,0.31764,0.31764,0.31764
2021-12-28,0.32787,0.32787,0.32787,0.32787
2021-12-29,0.33487,0.33487,0.33487,0.33487
2021-12-30,0.34204,0.34204,0.34204,0.34204
2021-12-31,0.34749,0.34749,0.34749,0.34749
2022-01-03,0.36155,0.36155,0.36155,0.36155
2022-01-04,0.36667,0.36667,0.36667,0.36667
2022-01-05,0.37674,0.37674,0.37674,0.37674
2022-01-07,0.39637,0.39637,0.39637,0.39637
2022-01-10,0.42414,0.42414,0.42414,0.42414
2022-01-11,0.43154,0.43154,0.43154,0.43154
2022-01-12,0.44537,0.44537,0.44537,0.44537
2022-01-13,0.45444,0.45444,0.45444,0.45444
2022-01-14,0.46378,0.46378,0.46378,0.46378
2022-01-17,0.48958,0.48958,0.48958,0.48958
2022-01-18,0.49614,0.49614,0.49614,0.49614
2022-01-19,0.51092,0.51092,0.51092,0.51092
2022-01-20,0.52063,0.52063,0.52063,0.52063
2022-01-21,0.53006,0.53006,0.53006,0.53006
2022-01-24,0.55607,0.55607,0.55607,0.55607
2022-01-25,0.56253,0.56253,0.56253,0.56253
2022-01-26,0.57846,0.57846,0.57846,0.57846
2022-01-27,0.58911,0.58911,0.58911,0.58911
2022-01-28,0.59947,0.59947,0.59947,0.59947
2022-01-31,0.62336,0.62336,0.62336,0.62336
2022-02-01,0.63987,0.63987,0.63987,0.63987
2022-02-02,0.64622,0.64622,0.64622,0.64622
2022-02-03,0.65705,0.65705,0.65705,0.65705
2022-02-04,0.66818,0.66818,0.66818,0.66818
2022-02-07,0.69568,0.69568,0.69568,0.69568
2022-02-08,0.70154,0.70154,0.70154,0.70154
2022-02-09,0.71853,0.71853,0.71853,0.71853
2022-02-10,0.72982,0.72982,0.72982,0.72982
2022-02-11,0.7416,0.7416,0.7416,0.7416
2022-02-14,0.77341,0.77341,0.77341,0.77341
2022-02-15,0.78051,0.78051,0.78051,0.78051
2022-02-16,0.8005,0.8005,0.8005,0.8005
2022-02-17,0.81277,0.81277,0.81277,0.81277
2022-02-18,0.82551,0.82551,0.82551,0.82551
2022-02-21,0.85638,0.85638,0.85638,0.85638
2022-02-22,0.8641,0.8641,0.8641,0.8641
2022-02-23,0.88567,0.88567,0.88567,0.88567
2022-02-24,0.89718,0.89718,0.89718,0.89718
2022-02-25,0.90989,0.90989,0.90989,0.90989
2022-02-28,0.94457,0.94457,0.94457,0.94457
2022-03-01,0.97706,0.97706,0.97706,0.97706
2022-03-02,0.99104,0.99104,0.99104,0.99104
2022-03-03,1.00536,1.00536,1.00536,1.00536
2022-03-04,1.01404,1.01404,1.01404,1.01404
2022-03-07,1.05924,1.05924,1.05924,1.05924
2022-03-08,1.07256,1.07256,1.07256,1.07256
2022-03-09,1.08611,1.08611,1.08611,1.08611
2022-03-10,1.10338,1.10338,1.10338,1.10338
2022-03-11,1.11435,1.11435,1.11435,1.11435
2022-03-14,1.17318,1.17318,1.17318,1.17318
2022-03-15,1.19033,1.19033,1.19033,1.19033
2022-03-16,1.20774,1.20774,1.20774,1.20774
2022-03-17,1.22534,1.22534,1.22534,1.22534
2022-03-18,1.23594,1.23594,1.23594,1.23594
2022-03-21,1.29654,1.29654,1.29654,1.29654
2022-03-22,1.3143,1.3143,1.3143,1.3143
2022-03-23,1.33222,1.33222,1.33222,1.33222
2022-03-24,1.34988,1.34988,1.34988,1.34988
2022-03-25,1.36018,1.36018,1.36018,1.36018
2022-03-28,1.41767,1.41767,1.41767,1.41767
2022-03-29,1.43444,1.43444,1.43444,1.43444
2022-03-30,1.45126,1.45126,1.45126,1.45126
2022-03-31,1.46183,1.46183,1.46183,1.46183
2022-04-01,1.47975,1.47975,1.47975,1.47975
2022-04-04,1.53578,1.53578,1.53578,1.53578
2022-04-05,1.55471,1.55471,1.55471,1.55471
2022-04-06,1.5739,1.5739,1.5739,1.5739
2022-04-07,1.59447,1.59447,1.59447,1.59447
2022-04-08,1.61817,1.61817,1.61817,1.61817
2022-04-11,1.68831,1.68831,1.68831,1.68831
2022-04-12,1.71163,1.71163,1.71163,1.71163
2022-04-13,1.73407,1.73407,1.73407,1.73407
2022-04-14,1.75662,1.75662,1.75662,1.75662
2022-04-15,1.77942,1.77942,1.77942,1.77942
2022-04-19,1.86845,1.86845,1.86845,1.86845
2022-04-20,1.8904,1.8904,1.8904,1.8904
2022-04-21,1.91341,1.91341,1.91341,1.91341
2022-04-22,1.93585,1.93585,1.93585,1.93585
2022-04-25,2.00226,2.00226,2.00226,2.00226
2022-04-26,2.02446,2.02446,2.02446,2.02446
2022-04-27,2.04675,2.04675,2.04675,2.04675
2022-04-28,2.07041,2.07041,2.07041,2.07041
2022-04-29,2.0935,2.0935,2.0935,2.0935
2022-05-02,2.17044,2.17044,2.17044,2.17044
2022-05-04,2.21823,2.21823,2.21823,2.21823
2022-05-05,2.23876,2.23876,2.23876,2.23876
2022-05-06,2.25126,2.25126,2.25126,2.25126
2022-05-09,2.32647,2.32647,2.32647,2.32647
2022-05-10,2.34904,2.34904,2.34904,2.34904
2022-05-11,2.36314,2.36314,2.36314,2.36314
2022-05-12,2.39439,2.39439,2.39439,2.39439
2022-05-13,2.40802,2.40802,2.40802,2.40802
2022-05-16,2.48468,2.48468,2.48468,2.48468
2022-05-17,2.50715,2.50715,2.50715,2.50715
2022-05-18,2.52978,2.52978,2.52978,2.52978
2022-05-19,2.55252,2.55252,2.55252,2.55252
