Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2021-04-01,0.00736,0.00736,0.00736,0.00736
2021-04-02,0.00739,0.00739,0.00739,0.00739
2021-04-06,0.00779,0.00779,0.00779,0.00779
2021-04-07,0.00874,0.00874,0.00874,0.00874
2021-04-08,0.00906,0.00906,0.00906,0.00906
2021-04-09,0.00907,0.00907,0.00907,0.00907
2021-04-12,0.00997,0.00997,0.00997,0.00997
2021-04-13,0.01017,0.01017,0.01017,0.01017
2021-04-14,0.0104,0.0104,0.0104,0.0104
2021-04-15,0.01052,0.01052,0.01052,0.01052
2021-04-16,0.01059,0.01059,0.01059,0.01059
2021-04-19,0.01097,0.01097,0.01097,0.01097
2021-04-20,0.01139,0.01139,0.01139,0.01139
2021-04-21,0.0114,0.0114,0.0114,0.0114
2021-04-22,0.01138,0.01138,0.01138,0.01138
2021-04-23,0.01136,0.01136,0.01136,0.01136
2021-04-26,0.0114,0.0114,0.0114,0.0114
2021-04-27,0.01138,0.01138,0.01138,0.01138
2021-04-28,0.01137,0.01137,0.01137,0.01137
2021-04-29,0.01138,0.01138,0.01138,0.01138
2021-04-30,0.01147,0.01147,0.01147,0.01147
2021-05-04,0.01136,0.01136,0.01136,0.01136
2021-05-05,0.01143,0.01143,0.01143,0.01143
2021-05-06,0.01141,0.01141,0.01141,0.01141
2021-05-07,0.01136,0.01136,0.01136,0.01136
2021-05-10,0.01122,0.01122,0.01122,0.01122
2021-05-11,0.01127,0.01127,0.01127,0.01127
2021-05-12,0.01127,0.01127,0.01127,0.01127
2021-05-13,0.01124,0.01124,0.01124,0.01124
2021-05-14,0.01122,0.01122,0.01122,0.01122
2021-05-17,0.01117,0.01117,0.01117,0.01117
2021-05-18,0.01116,0.01116,0.01116,0.01116
2021-05-19,0.01115,0.01115,0.01115,0.01115
2021-05-20,0.01113,0.01113,0.01113,0.01113
2021-05-21,0.0111,0.0111,0.0111,0.0111
2021-05-24,0.01119,0.01119,0.01119,0.01119
2021-05-25,0.01129,0.01129,0.01129,0.01129
2021-05-26,0.01127,0.01127,0.01127,0.01127
2021-05-27,0.01128,0.01128,0.01128,0.01128
2021-05-28,0.01131,0.01131,0.01131,0.01131
2021-05-31,0.01095,0.01095,0.01095,0.01095
2021-06-01,0.0112,0.0112,0.0112,0.0112
2021-06-02,0.01122,0.01122,0.01122,0.01122
2021-06-04,0.01067,0.01067,0.01067,0.01067
2021-06-07,0.01061,0.01061,0.01061,0.01061
2021-06-08,0.01049,0.01049,0.01049,0.01049
2021-06-09,0.01046,0.01046,0.01046,0.01046
2021-06-10,0.01045,0.01045,0.01045,0.01045
2021-06-11,0.01043,0.01043,0.01043,0.01043
2021-06-14,0.01044,0.01044,0.01044,0.01044
2021-06-15,0.01032,0.01032,0.01032,0.01032
2021-06-16,0.01027,0.01027,0.01027,0.01027
2021-06-17,0.01023,0.01023,0.01023,0.01023
2021-06-18,0.01018,0.01018,0.01018,0.01018
2021-06-21,0.01019,0.01019,0.01019,0.01019
2021-06-22,0.01005,0.01005,0.01005,0.01005
2021-06-23,0.01004,0.01004,0.01004,0.01004
2021-06-24,0.01007,0.01007,0.01007,0.01007
2021-06-25,0.01004,0.01004,0.01004,0.01004
2021-06-28,0.00967,0.00967,0.00967,0.00967
2021-06-29,0.00965,0.00965,0.00965,0.00965
2021-06-30,0.00961,0.00961,0.00961,0.00961
2021-07-01,0.00966,0.00966,0.00966,0.00966
2021-07-02,0.00967,0.00967,0.00967,0.00967
2021-07-05,0.0101,0.0101,0.0101,0.0101
2021-07-06,0.00996,0.00996,0.00996,0.00996
2021-07-07,0.00999,0.00999,0.00999,0.00999
2021-07-08,0.01008,0.01008,0.01008,0.01008
2021-07-09,0.01009,0.01009,0.01009,0.01009
2021-07-12,0.01022,0.01022,0.01022,0.01022
2021-07-13,0.01021,0.01021,0.01021,0.01021
2021-07-14,0.01022,0.01022,0.01022,0.01022
2021-07-15,0.01019,0.01019,0.01019,0.01019
2021-07-16,0.01018,0.01018,0.01018,0.01018
2021-07-19,0.01021,0.01021,0.01021,0.01021
2021-07-20,0.01026,0.01026,0.01026,0.01026
2021-07-21,0.01025,0.01025,0.01025,0.01025
2021-07-22,0.01029,0.01029,0.01029,0.01029
2021-07-23,0.01033,0.01033,0.01033,0.01033
2021-07-26,0.0104,0.0104,0.0104,0.0104
2021-07-27,0.01046,0.01046,0.01046,0.01046
2021-07-28,0.01047,0.01047,0.01047,0.01047
